7000
2e+24 0 0 0 0 0 0 0
4.20094e+20 420094 -1.47688e+07 1.13623e+08 -1.88881e+07 454.49 59.0751 0
3.50488e+20 350488 1.34423e+08 -9.01508e+07 5.2906e+07 -360.603 -537.693 0
2.8069e+20 280690 1.11701e+08 -8.99182e+07 -1.77037e+07 -359.673 -446.805 0
4.58229e+20 458229 -4.28687e+07 -1.48456e+08 3.8284e+07 -593.824 171.475 0
1.37373e+20 137373 -4.99158e+07 7.89948e+06 1.66079e+08 31.5979 199.663 0
6.77194e+19 67719.4 1.05983e+07 1.40605e+08 4.41654e+07 562.422 -42.393 0
2.43452e+20 243452 -1.00343e+08 8.94716e+07 -9.18564e+07 357.887 401.37 0
1.7638e+20 176380 1.41975e+08 9.84428e+07 3.6063e+07 393.771 -567.899 0
1.03483e+20 103483 4.14618e+07 -1.44859e+08 -1.36115e+07 -579.437 -165.847 0
2.82905e+20 282905 -1.06249e+08 6.00137e+06 1.26916e+08 24.0055 424.998 0
4.63173e+20 463173 -8.50106e+06 -1.30075e+08 5.0584e+07 -520.3 34.0042 0
3.928e+20 392800 -3.14019e+07 -7.55305e+07 -7.95716e+07 -302.122 125.608 0
3.16322e+20 316322 -1.17312e+08 9.61108e+07 -7.59203e+07 384.443 469.247 0
4.99749e+20 499749 -3.03828e+07 -1.39898e+08 -2.54777e+06 -559.593 121.531 0
1.77487e+20 177487 -1.39151e+08 1.52078e+07 7.29518e+07 60.8311 556.605 0
1.07719e+20 107719 3.05942e+07 -1.1893e+08 -4.85205e+07 -475.72 -122.377 0
2.85897e+20 285897 -890103 -7.43038e+07 7.64697e+07 -297.215 3.56041 0
4.64536e+20 464536 7.43544e+07 7.41715e+07 1.22188e+08 296.686 -297.418 0
1.45117e+20 145117 -2.07771e+07 -1.73659e+08 -1.10489e+07 -694.638 83.1083 0
7.44061e+19 74406.1 -1.46472e+08 2.91145e+07 9.10494e+06 116.458 585.887 0
2.5295e+20 252950 5.13689e+07 -1.07385e+08 -3.52092e+07 -429.539 -205.476 0
4.32513e+20 432513 -4.82089e+07 1.33017e+08 1.0878e+08 532.069 192.836 0
3.63791e+20 363791 -1.41454e+07 5.31974e+07 -1.42163e+08 212.789 56.5817 0
4.38571e+19 43857.1 976603 -1.26659e+08 1.32272e+06 -506.635 -3.90641 0
4.69678e+20 469678 9.21811e+07 -2.67364e+07 3.36717e+07 -106.946 -368.724 0
3.97773e+20 397773 8.38831e+07 -1.30577e+08 -1.85784e+07 -522.308 -335.532 0
3.29916e+20 329916 -7.37148e+07 -1.39038e+08 6.46628e+07 -556.152 294.859 0
2.58578e+20 258578 3.85126e+07 -4.25862e+07 -1.32737e+08 -170.345 -154.05 0
4.37995e+20 437995 -1.56044e+06 1.5885e+08 -6.39698e+06 635.4 6.24177 0
1.14984e+20 114984 -9.19468e+07 4.51192e+07 -8.60818e+07 180.477 367.787 0
2.9606e+20 296060 9.3535e+07 1.12282e+08 2.22177e+07 449.129 -374.14 0
2.24838e+20 224838 -5.8932e+07 1.05343e+08 1.95434e+07 421.371 235.728 0
1.53974e+20 153974 -8.70228e+07 -2.79488e+07 1.01635e+08 -111.795 348.091 0
8.4485e+19 84485 -3.84883e+06 1.49282e+08 2.11966e+07 597.126 15.3953 0
2.62245e+20 262245 -5.69074e+07 -7.07526e+07 -1.3837e+08 -283.01 227.63 0
1.9063e+20 190630 -5.66357e+07 7.16895e+07 -4.07407e+07 286.758 226.543 0
1.19706e+20 119706 5.21355e+07 -1.01816e+08 3.65585e+06 -407.263 -208.542 0
2.99113e+20 299113 1.48917e+08 -2.46431e+07 -7.55783e+07 -98.5726 -595.669 0
4.78574e+20 478574 -1.07089e+07 -1.01097e+08 1.73258e+07 -404.389 42.8358 0
4.09711e+20 409711 3.93462e+06 -6.17247e+07 -9.95008e+07 -246.899 -15.7385 0
3.35123e+20 335123 -5.14398e+07 -8.92464e+07 -8.2979e+07 -356.986 205.759 0
1.6735e+19 16735 4.66926e+07 1.36148e+08 2.56558e+07 544.593 -186.77 0
1.96075e+20 196074 1.20236e+08 -6.19523e+06 -6.38711e+06 -24.7809 -480.944 0
3.74869e+20 374869 3.79681e+07 1.68899e+08 -2.59384e+07 675.596 -151.873 0
3.04462e+20 304462 3.74556e+07 6.23607e+07 -8.16504e+07 249.443 -149.822 0
2.34848e+20 234848 9.27015e+06 -6.99063e+07 1.014e+08 -279.625 -37.0806 0
4.1284e+20 412840 3.07187e+07 -1.70821e+08 4.00852e+07 -683.282 -122.875 0
3.41933e+20 341933 -1.42151e+08 -6.10407e+06 -5.49986e+07 -24.4163 568.602 0
2.09058e+19 20905.8 5.91499e+07 -1.55728e+08 -1.12689e+07 -622.912 -236.6 0
4.47161e+20 447161 5.8496e+07 -6.20164e+07 -5.58775e+07 -248.065 -233.984 0
3.8029e+20 380290 -2.99566e+07 5.90653e+07 9.47116e+07 236.261 119.826 0
3.07958e+20 307958 -1.04325e+07 -1.65749e+08 -3.74302e+07 -662.997 41.7301 0
4.88852e+20 488852 -1.01858e+08 1.75911e+07 -1.00711e+08 70.3643 407.432 0
1.64769e+20 164769 4.77793e+07 1.08912e+08 9.7038e+06 435.648 -191.117 0
9.67615e+19 96761.5 8.92069e+07 9.46455e+07 -2.86644e+07 378.582 -356.827 0
2.60106e+19 26010.6 8.61389e+07 -6.41815e+07 -1.01157e+08 -256.726 -344.555 0
4.55575e+20 455575 -3.32168e+06 1.60644e+08 1.97488e+07 642.576 13.2867 0
3.83275e+20 383275 6.61138e+07 -3.42651e+07 1.60089e+08 -137.06 -264.455 0
6.33488e+19 63348.8 -6.14249e+07 -1.2961e+08 -4.6536e+07 -518.441 245.699 0
4.92658e+20 492658 -8.049e+07 -9.55295e+07 -7.58846e+06 -382.118 321.96 0
4.21587e+20 421587 -1.17491e+08 4.96454e+07 5.6696e+07 198.582 469.964 0
3.49775e+20 349775 -2.34829e+06 1.14079e+08 3.67526e+06 456.314 9.39318 0
2.78632e+20 278632 2.38904e+06 3.55022e+07 -1.23608e+08 142.009 -9.55616 0
2.09897e+20 209897 2.95258e+07 8.28391e+07 5.2889e+07 331.356 -118.103 0
1.39295e+20 139295 5.82754e+07 9.59001e+07 3.30227e+07 383.6 -233.102 0
6.66196e+19 66619.6 -1.6397e+08 -5.04624e+07 7.52952e+06 -201.849 655.881 0
2.44353e+20 244353 419497 -1.46398e+08 -297131 -585.592 -1.67799 0
4.27071e+20 427071 6.56441e+07 6.0368e+07 -1.32982e+08 241.472 -262.577 0
3.55361e+20 355360 9.18445e+06 1.02728e+08 8.66034e+07 410.914 -36.7378 0
2.85113e+20 285113 3.28142e+07 -9.40981e+07 4.40661e+07 -376.392 -131.257 0
2.12428e+20 212428 -1.1299e+08 2.69251e+07 -4.25697e+07 107.7 451.958 0
1.41772e+20 141772 1.43685e+07 -1.37303e+08 -2.67738e+06 -549.211 -57.4739 0
6.89462e+19 68946.2 7.50148e+07 4.44496e+07 -7.1644e+07 177.798 -300.059 0
4.99229e+20 499229 -3.15788e+07 1.21422e+08 1.10268e+08 485.688 126.315 0
1.78492e+20 178492 -1.74307e+07 -1.24782e+08 -6.42277e+07 -499.128 69.7227 0
1.09384e+20 109384 8.1206e+07 -1.50523e+07 8.07149e+07 -60.2093 -324.824 0
3.82345e+19 38234.5 -2.71889e+07 1.26871e+08 -6.58345e+06 507.482 108.756 0
2.15552e+20 215552 -8.60912e+07 5.10563e+07 3.06223e+07 204.225 344.365 0
1.46582e+20 146582 7.95376e+07 -1.01981e+08 -9.19925e+07 -407.922 -318.15 0
3.25062e+20 325062 7.50935e+06 -1.23686e+08 -4.89627e+07 -494.742 -30.0374 0
2.55368e+20 255368 -4.00761e+07 -4.34595e+06 -9.95669e+07 -17.3838 160.305 0
4.32168e+20 432168 -2.52824e+07 1.18257e+08 -1.80989e+07 473.028 101.13 0
3.62642e+20 362642 -1.44769e+08 -1.00171e+08 -1.13116e+07 -400.686 579.078 0
4.28386e+19 42838.6 8.1659e+07 -6.34726e+07 -3.91968e+07 -253.89 -326.636 0
4.71039e+20 471039 -1.94839e+07 1.19753e+08 3.08386e+07 479.012 77.9355 0
3.99204e+20 399204 1.29396e+06 1.23168e+06 -1.79783e+08 4.92672 -5.17583 0
8.19325e+19 81932.5 -2.08756e+07 -1.0453e+08 -3.89679e+07 -418.121 83.5023 0
8.99788e+18 8997.88 -1.14212e+08 -1.06447e+08 -6.2866e+07 -425.788 456.85 0
4.39758e+20 439758 1.23035e+08 7.15963e+07 -3.24943e+06 286.385 -492.141 0
3.68461e+20 368461 1.97232e+07 -1.145e+08 -1.27016e+07 -458.001 -78.8929 0
2.94835e+20 294835 5.31687e+07 -1.11444e+07 -1.20099e+08 -44.5777 -212.675 0
4.77225e+20 477225 -5.46067e+06 1.29295e+08 -6.66831e+07 517.181 21.8427 0
4.05613e+20 405613 -5.06196e+07 8.5755e+07 -6.71749e+07 343.02 202.478 0
8.60451e+19 86045.1 -1.12391e+08 5.60589e+07 -4.75131e+07 224.235 449.563 0
2.62577e+20 262577 -1.49448e+07 -1.08113e+08 2.82756e+06 -432.453 59.7791 0
1.93235e+20 193235 1.20311e+08 -3.51069e+07 -1.04658e+08 -140.428 -481.246 0
3.72495e+20 372495 2.76715e+07 1.52494e+08 -8.68678e+07 609.978 -110.686 0
5.00075e+19 50007.5 1.94312e+07 8.43775e+07 7.1625e+07 337.51 -77.7247 0
2.30046e+20 230046 8.37006e+07 4.56784e+07 8.32811e+07 182.714 -334.802 0
1.57799e+20 157799 -8.13747e+06 -1.41024e+08 -1.8159e+06 -564.094 32.5499 0
3.3879e+20 338790 1.41718e+08 -4.3518e+07 -4.63261e+07 -174.072 -566.874 0
1.88683e+19 18868.3 5.07972e+07 -1.04495e+08 -5.72806e+07 -417.981 -203.189 0
1.95379e+20 195379 -9.17829e+06 -8.30456e+07 6.26844e+07 -332.182 36.7132 0
1.25126e+20 125126 -4.38817e+07 3.69189e+07 -1.03967e+08 147.676 175.527 0
3.04789e+20 304789 2.99577e+06 -1.73003e+08 2.22675e+06 -692.012 -11.9831 0
4.85684e+20 485684 -1.36226e+08 5.37538e+07 -1.37944e+07 215.015 544.904 0
1.64834e+20 164834 9.72738e+07 -1.21469e+08 -4.32134e+07 -485.876 -389.095 0
3.43154e+20 343154 4.93466e+07 1.51328e+08 -7.52288e+07 605.312 -197.386 0
2.71286e+20 271286 2.28558e+06 2.36254e+07 -1.08065e+08 94.5015 -9.14233 0
2.02237e+20 202237 7.66142e+06 -1.23716e+08 1.36453e+07 -494.866 -30.6457 0
3.79492e+20 379492 1.4226e+08 7.68596e+07 7.78549e+07 307.438 -569.039 0
5.95342e+19 59534.2 -1.07526e+08 1.09735e+08 4.32469e+06 438.941 430.103 0
2.37322e+20 237322 4.83924e+07 -1.14056e+08 -3.34923e+07 -456.226 -193.57 0
4.1795e+20 417950 4.26826e+07 -1.41328e+07 -9.2082e+07 -56.5311 -170.73 0
9.80434e+19 98043.4 -3.25061e+06 1.52673e+08 -3.50337e+07 610.691 13.0025 0
2.67315e+19 26731.5 6.77694e+07 -6.69146e+07 9.02108e+07 -267.658 -271.078 0
4.55026e+20 455026 1.02874e+08 -9.53846e+07 3.94673e+07 -381.538 -411.495 0
3.87033e+20 387033 4.05691e+07 -1.12359e+08 -5.77791e+06 -449.436 -162.276 0
6.22099e+19 62209.9 1.2875e+08 -1.24765e+07 -1.17499e+08 -49.906 -515.002 0
2.44298e+20 244298 1.0078e+07 1.0379e+08 -3.02971e+07 415.158 -40.3121 0
4.23581e+20 423581 2.18247e+07 7.25041e+07 9.68889e+07 290.017 -87.2987 0
3.50142e+20 350142 7.9668e+07 8.27017e+07 7.62641e+07 330.807 -318.672 0
3.00257e+19 30025.7 4.29333e+07 -1.45549e+08 1.05412e+07 -582.197 -171.733 0
4.603e+20 460300 1.20555e+08 7.17068e+06 -3.69247e+07 28.6827 -482.219 0
1.36379e+20 136379 -2.89432e+07 1.33541e+08 3.58899e+07 534.166 115.773 0
6.74384e+19 67438.4 -1.91456e+07 9.98408e+07 1.1741e+08 399.363 76.5826 0
2.45808e+20 245808 -5.52324e+07 9.05834e+07 -1.32658e+08 362.333 220.929 0
1.76007e+20 176007 -1.82894e+07 -1.0153e+08 -1.36828e+07 -406.118 73.1576 0
3.56333e+20 356333 -1.5646e+08 -1.75932e+07 -1.59046e+07 -70.3729 625.841 0
